Artist,Streams,Daily,As lead,Solo,As feature
The Kinks,1556.0,0.714,1556.0,1556.0,
BIGBANG,1555.3,0.574,1555.3,1550.2,
Manuel Medrano,1553.6,1.301,1382.0,1260.2,171.6
Mike BahÃ­a,1553.2,0.796,1133.3,492.0,420.0
The Doobie Brothers,1552.6,0.976,1552.6,1502.1,
Louis The Child,1551.7,0.324,1348.0,64.0,203.7
BLANCO,1550.2,1.287,1061.3,843.4,488.9
The-Dream,1549.2,0.513,534.3,359.8,1014.9
Lacrim,1549.1,0.664,1206.7,663.9,342.4
Okieriete Onaodowan,1548.0,0.469,,,1548.0
London Symphony Orchestra,1547.8,0.7,29.5,7.1,1518.3
RM,1547.2,1.437,1037.5,517.9,509.7
Boyz II Men,1545.0,0.646,1363.6,1144.6,181.4
Sonu Nigam,1544.6,2.664,718.7,167.8,825.9
Phillipa Soo,1542.4,0.535,722.0,167.6,820.4
Death Cab for Cutie,1541.7,0.487,1505.5,1477.6,36.2
Brett Eldredge,1541.1,0.301,1489.9,1308.3,51.2
Snow,1540.3,0.432,123.8,119.5,1416.6
BIA,1540.1,0.917,419.5,181.8,1120.6
Stone Sour,1539.6,0.512,1539.6,1527.9,
Chris Tomlin,1538.0,0.63,1419.5,1202.6,118.6
Duelo,1536.6,1.356,1476.5,1476.2,60.1
Pailita,1536.5,1.478,516.9,69.0,1019.5
Stone Temple Pilots,1536.0,0.847,1536.0,1536.0,
The Chicks,1535.8,0.895,1363.8,1363.8,172.0
Farid Bang,1534.1,0.419,763.0,315.8,771.1
AnnenMayKantereit,1533.8,1.178,1479.4,1212.3,54.3
Deep Purple,1533.2,0.717,1533.2,1532.4,
shy martin,1531.5,0.334,511.1,480.4,1020.4
Mrs. GREEN APPLE,1531.3,2.45,1531.3,1329.1,
AWOLNATION,1528.4,0.374,1493.2,1394.0,35.2
BlocBoy JB,1528.1,0.258,1201.1,119.2,326.9
Patrick Watson,1526.7,1.279,1002.7,981.7,524.1
Ariel Camacho y Los Plebes Del Rancho,1526.7,0.989,1526.0,1301.6,0.7
Popcaan,1525.8,0.675,664.7,435.4,861.0
DVBBS,1525.1,0.403,1247.0,128.2,278.1
Ashe,1524.7,1.24,1300.5,816.1,224.3
Isaiah Rashad,1524.4,0.96,1365.0,723.1,159.4
Karan Aujla,1522.5,4.831,1244.2,710.0,278.3
Far East Movement,1522.1,0.682,1237.9,6.3,284.3
Steely Dan,1521.5,0.967,1520.9,1519.9,0.6
Franz Ferdinand,1521.2,0.764,1504.9,1495.9,16.2
Ovy On The Drums,1519.4,1.725,656.9,6.5,862.5
Pooh Shiesty,1518.1,1.026,897.5,229.7,620.6
Asking Alexandria,1516.0,0.699,1465.2,1401.3,50.8
Billy Idol,1515.7,1.197,1453.3,1440.1,62.4
LeÃ³n Larregui,1515.0,1.196,1358.5,1299.8,156.6
AntÃ´nio Carlos Jobim,1514.7,1.032,726.9,576.6,787.8
Sheck Wes,1513.7,0.559,1171.5,1171.5,342.2
Veronica Maggio,1512.9,0.623,1367.0,1278.3,145.9
Phoenix,1512.8,0.613,1509.1,1472.7,3.7
Takeoff,1511.9,1.506,506.3,491.8,1005.6
Fabri Fibra,1509.4,0.733,740.9,452.4,768.5
Kordhell,1508.1,2.737,1367.4,1248.9,140.7
Ana Mena,1507.9,0.793,610.6,164.7,897.3
Pablo Chill-E,1507.8,1.348,429.6,154.0,1078.2
Sofia Carson,1506.8,0.746,643.3,351.7,863.5
MK,1504.8,1.126,906.9,261.8,598.0
Roberto Carlos,1504.4,0.988,1478.7,1372.2,25.7
Dave Matthews Band,1503.4,0.544,1503.4,1500.0,
La Santa Grifa,1502.1,1.973,1364.2,1235.9,137.9
Josylvio,1502.0,0.429,962.3,423.4,539.7
Grupo Bryndis,1502.0,1.223,1470.8,1337.6,31.2
Crookers,1501.4,0.739,58.0,9.8,1443.4
Coi Leray,1498.3,3.198,792.3,512.9,706.0
Conrad Sewell,1497.8,0.345,209.5,200.6,1288.3
Tayc,1495.6,1.386,1180.9,913.1,314.8
Edwin Luna y La Trakalosa de Monterrey,1495.5,0.827,1457.0,1320.7,38.5
Leonard Cohen,1494.0,0.507,1491.2,1452.2,2.8
Yiruma,1493.6,0.53,1491.8,1475.0,1.8
MÃ¤go de Oz,1493.4,0.991,1493.4,1458.9,
Heuss L'enfoirÃ©,1493.3,1.333,864.2,353.7,629.1
A R I Z O N A,1492.8,0.258,1281.5,981.8,211.3
Jay Sean,1491.7,0.688,1350.3,289.1,141.4
LegiÃ£o Urbana,1487.4,1.025,1487.4,1485.8,
Roy Woods,1487.2,0.426,1339.9,750.3,147.3
Chalino Sanchez,1486.0,1.153,1484.3,462.1,1.8
Smash Mouth,1485.3,1.101,1482.0,1460.5,3.3
MERO,1485.3,0.966,1067.0,828.2,418.2
Armaan Malik,1483.6,1.868,1122.9,594.3,360.8
Tony Dize,1483.5,1.713,883.5,291.5,600.0
Good Charlotte,1481.0,0.633,1437.6,1427.5,43.4
Nico & Vinz,1480.4,0.378,1290.9,1095.9,189.6
Lil Xan,1479.8,0.192,1239.8,1001.1,240.0
Alligatoah,1479.5,0.602,1324.1,1087.9,155.4
Wolfgang Amadeus Mozart,1479.2,0.769,1475.3,,4.0
Erykah Badu,1479.2,0.759,1176.7,1065.9,302.4
Fitz and The Tantrums,1477.0,0.732,1436.0,1416.8,41.0
FISHER,1476.8,1.757,1271.1,1149.1,205.8
Sachin-Jigar,1476.2,3.024,898.6,8.0,577.6
Davido,1475.8,2.313,789.0,400.8,686.8
Charles Ans,1475.7,1.103,909.3,493.0,566.3
Cardenales De Nuevo LeÃ³n,1475.6,1.455,1475.3,1463.0,0.2
Fedez,1475.0,0.682,962.0,278.8,512.9
Omar Montes,1474.6,1.151,693.4,34.3,781.2
Murda,1474.2,0.919,1045.7,285.1,428.6
Simply Red,1473.5,0.77,1472.6,1410.2,0.8
mike.,1471.5,0.65,1456.8,1308.5,14.7
Antonio Aguilar,1471.0,1.121,1403.1,1379.5,67.9
BabasÃ³nicos,1470.3,1.199,1464.0,1461.4,6.3
Russ Millions,1470.2,0.874,846.8,290.6,623.4
JosÃ© GonzÃ¡lez,1469.1,0.561,1374.5,1345.5,94.6
George Harrison,1469.1,0.748,1467.7,1467.2,1.4
FKJ,1468.5,0.772,994.0,605.4,474.5
ZÃ© Vaqueiro,1467.3,0.744,994.0,927.7,473.3
John Coltrane,1466.0,0.594,727.0,610.3,739.1
Capital Cities,1463.1,0.76,1461.8,1393.2,1.3
Rainbow Kitten Surprise,1462.2,1.027,1462.2,1461.7,
Au/Ra,1461.9,0.52,614.7,414.7,847.1
Alejandra Guzman,1461.3,0.852,1174.9,1072.1,286.3
Ray Charles,1459.6,0.929,1373.5,1257.7,86.1
Ghali,1459.2,0.498,1058.7,815.0,400.6
Famous Dex,1459.1,0.222,1323.9,586.4,135.2
Smino,1458.8,0.749,914.2,568.5,544.6
Los Invasores De Nuevo LeÃ³n,1458.4,1.175,1444.3,1379.3,14.1
L-Gante,1457.7,0.723,320.6,0.7,1137.1
Still Woozy,1457.1,0.83,1371.2,1216.0,86.0
070 Shake,1456.6,1.699,444.7,286.7,1011.9
Mohit Chauhan,1456.0,2.315,624.3,300.2,831.7
Kany GarcÃ­a,1455.0,2.027,1322.6,789.3,132.5
K-391,1449.9,0.643,605.2,122.6,844.8
Creed,1446.0,0.969,1446.0,1446.0,
N.W.A.,1445.9,0.629,1445.9,1445.9,
MONSTA X,1445.2,0.463,1386.5,1259.7,58.7
Paolo Nutini,1441.0,0.754,1434.0,1423.1,7.0
EDEN,1439.9,0.304,1434.2,1327.8,5.6
Jawsh 685,1438.8,0.342,1438.3,59.4,0.5
Gavin DeGraw,1438.1,0.362,1219.9,1218.9,218.2
Zacari,1437.3,0.904,112.0,49.8,1325.3
Bonobo,1436.9,0.57,1371.4,900.2,65.6
Vald,1436.4,0.34,1097.5,894.1,338.9
Hamza,1435.8,1.136,904.4,577.3,531.4
Sheff G,1434.2,1.126,1049.8,491.2,384.4
Ernia,1433.5,0.864,1061.8,653.1,371.7
Iron & Wine,1433.5,0.402,1354.4,1301.3,79.0
Abel Pintos,1432.9,0.544,1051.1,937.6,381.8
Rvfv,1429.9,1.516,1090.5,211.3,339.5
No Te Va Gustar,1427.7,0.844,1380.2,900.4,47.6
Vicetone,1424.7,0.529,1317.7,276.1,107.1
Maggie Rogers,1424.2,1.269,1322.1,1264.1,102.0
Kenia OS,1422.6,1.956,1178.1,1068.1,244.4
Cults,1421.9,1.27,864.0,861.9,557.9
Tiziano Ferro,1421.7,0.708,1138.2,999.2,283.5
A Great Big World,1421.0,0.342,1400.2,357.2,20.9
Janet Jackson,1421.0,0.599,1292.1,1056.0,128.9
Sticky Fingers,1420.9,0.543,1420.9,1396.7,
Willie ColÃ³n,1420.3,1.147,1143.9,628.2,276.5
Grateful Dead,1419.3,1.068,1414.5,1379.8,4.8
New Order,1419.2,0.625,1419.2,1407.4,
Keri Hilson,1418.8,0.943,643.6,272.6,775.2
Hayley Williams,1418.4,0.874,221.5,216.7,1196.9
Dirty Heads,1416.6,0.56,1400.1,1068.5,16.5
FMK,1414.2,3.436,795.0,217.3,619.2
MotÃ¶rhead,1413.6,0.687,1174.7,1170.0,238.9
SnÃ¸w,1413.4,0.467,150.8,49.8,1262.6
Brendon Urie,1413.0,0.453,,,1413.0
The Verve,1413.0,0.739,1413.0,1412.3,
Ramones,1412.8,0.912,1412.8,1412.8,
SLANDER,1411.1,0.781,939.5,8.5,471.6
Pet Shop Boys,1410.3,0.767,1382.5,1311.4,27.8
Baby Rasta,1410.1,1.449,242.1,9.2,1168.0
Conjunto Primavera,1410.0,1.378,1405.8,1348.3,4.3
ROZES,1409.6,0.336,125.3,90.5,1284.3
Madlib,1409.5,0.871,144.5,137.0,1265.0
KayBlack,1408.8,4.17,1039.5,88.7,369.3
Bonnie Tyler,1406.8,0.812,1381.9,1377.4,24.9
Caetano Veloso,1405.9,0.664,1198.5,822.2,207.4
Etta James,1405.5,0.972,1403.6,1385.3,1.9
Sunidhi Chauhan,1404.2,2.313,315.5,68.5,1088.7
Jimmy Buffett,1402.1,2.588,780.3,751.6,621.9
Lucas & Steve,1401.0,0.396,930.6,392.9,470.5
Gabito Ballesteros,1401.0,7.377,176.2,61.1,1224.8
Adriel Favela,1399.8,0.746,1235.3,438.7,164.4
MAMAMOO,1399.1,0.496,1397.7,1361.1,1.4
Nine Inch Nails,1398.2,0.683,1388.8,1377.5,9.4
Diljit Dosanjh,1398.2,1.779,1226.5,966.7,171.8
Boston,1397.3,0.717,1397.3,1397.3,
Rush,1397.2,0.671,1397.2,1371.6,
Theory of a Deadman,1397.2,0.471,1396.6,1374.6,0.7
Felipe AraÃºjo,1397.0,0.445,1267.1,659.1,129.9
Mata,1396.6,1.139,1095.6,479.3,301.0
Mc Kevin,1396.6,1.877,943.5,204.1,453.2
Amenazzy,1396.0,0.769,879.1,137.2,516.9
Simple Minds,1395.7,0.799,1395.7,1391.3,
Mc Davi,1392.9,0.958,424.0,83.7,968.9
Mobb Deep,1390.7,0.766,1249.3,1017.1,141.5
Shankar Mahadevan,1390.4,2.466,667.6,383.8,722.8
Chuck Berry,1390.3,0.728,1390.3,1383.7,
Fred again..,1390.3,4.038,1202.5,374.5,187.8
Bacilos,1389.5,1.087,1375.1,1326.9,14.4
The Wanted,1388.8,0.615,1375.2,1354.0,13.7
Heart,1387.7,0.893,1386.6,1381.1,1.2
K CAMP,1385.8,0.308,1121.6,782.8,264.3
LEA,1385.2,0.633,991.5,660.6,393.7
Judas Priest,1384.2,0.741,1384.2,1384.2,
Sky Rompiendo,1383.3,1.755,232.0,,1151.3
JACKBOYS,1382.3,0.625,1382.0,35.3,0.3
Chet Faker,1380.3,0.522,1005.4,846.3,374.9
Sleeping With Sirens,1380.2,0.498,1375.6,1307.8,4.6
C-Kan,1379.5,1.144,1081.0,473.9,298.5
Ãngela Aguilar,1379.0,1.224,707.7,331.6,671.3
Modest Mouse,1378.7,0.578,1378.7,1378.4,
Jamule,1378.1,0.579,832.2,531.5,545.9
Dimitri Vegas,1375.5,0.449,521.7,2.0,853.8
James Morrison,1375.2,0.407,1332.1,984.2,43.0
Simple Plan,1373.8,0.604,1372.2,920.2,1.6
Freddie Gibbs,1373.2,0.599,1040.0,247.4,333.2
Comethazine,1373.0,0.381,1371.5,1233.6,1.6
Nightwish,1372.2,0.617,1372.2,1371.5,
Miranda!,1370.1,1.565,1338.8,1066.3,31.3
The Prodigy,1370.0,0.576,1363.0,1185.2,7.0
Bipolar Sunshine,1370.0,0.313,74.6,53.9,1295.3
Lola Indigo,1369.8,1.151,925.2,176.9,444.6
Fleet Foxes,1368.7,0.512,1309.0,1307.8,59.6
Neon Trees,1367.9,0.652,1355.7,1339.9,12.3
DeJ Loaf,1367.4,0.6,755.8,271.4,611.6
Duncan Laurence,1367.3,0.716,1337.4,1170.7,29.9
LuchÃ¨,1367.2,0.812,803.6,545.0,563.5
Catfish and the Bottlemen,1366.7,0.461,1366.7,1366.7,
The Piano Guys,1365.2,0.402,1246.2,1199.0,119.0
aespa,1364.5,2.437,1358.0,1324.1,6.5
TIAGO IORC,1364.2,0.557,1063.0,941.9,301.1
America,1363.8,0.893,1363.8,532.2,
mxmtoon,1362.1,0.595,889.4,862.2,472.7
LiSA,1362.1,1.262,1354.6,1300.9,7.5
Lauren Alaina,1360.5,0.634,452.2,356.2,908.3
Olivia Newton-John,1360.4,0.882,1057.2,439.0,303.2
In Flames,1358.2,0.599,1319.8,1319.8,38.4
TheFatRat,1356.8,0.741,1341.3,610.8,15.5
Steve Miller Band,1356.7,0.965,1352.2,1352.2,4.5
Projota,1356.3,0.339,1249.5,818.6,106.8
Fugees,1356.3,2.99,1354.4,46.9,1.8
Gloria Groove,1355.7,0.922,897.8,729.6,457.9
Slim Jxmmi,1354.9,0.181,0.7,,1354.2
Atif Aslam,1354.1,2.868,1177.7,277.3,176.4
Elefante,1353.5,0.94,1344.0,1341.1,9.5
Alexis y Fido,1351.5,0.538,1075.4,643.5,276.1
LUM!X,1351.3,0.89,699.2,1.5,652.1
Hopsin,1350.3,0.303,1194.5,1043.1,155.9
Emis Killa,1346.1,0.618,1044.6,535.1,301.5
Billy Talent,1343.7,0.575,1343.7,1327.5,
Chino & Nacho,1342.8,0.563,1263.0,398.3,79.8
Keyshia Cole,1342.7,1.136,1070.6,609.0,272.1
Lecrae,1342.4,0.65,989.0,344.9,353.4
Diana Ross,1342.4,0.685,988.3,857.7,354.1
Heroes Del Silencio,1341.8,0.822,1341.8,1335.0,
Eve,1339.8,0.882,737.7,231.8,602.1
Los Cadetes De Linares,1338.7,1.204,1338.7,1067.3,
Little Big Town,1335.7,0.539,1194.0,1179.6,141.7
B Praak,1335.4,2.272,868.7,190.3,466.7
GAYLE,1332.4,0.791,1309.4,1257.1,23.0
Axwell,1332.2,0.476,373.0,141.6,959.2
Bob Seger,1331.8,0.994,1297.5,1294.2,34.3
NEEDTOBREATHE,1330.6,0.456,1302.2,1077.3,28.5
Dallass,1329.1,2.091,4.6,,1324.5
MadMan,1329.0,0.321,658.9,346.9,670.2
Natasha Bedingfield,1327.7,0.71,1138.6,1090.3,189.0
Nothing But Thieves,1326.4,1.059,1317.4,1314.3,9.0
TAEYEON,1324.0,0.638,1206.4,1104.3,117.5
Silvestre Dangond,1323.8,0.63,1139.0,367.1,184.8
Placebo,1323.4,0.595,1323.4,1278.5,
Daughtry,1323.3,0.606,1321.3,1300.9,2.1
Eyedress,1322.1,2.149,1268.9,1005.2,53.2
Vishal Dadlani,1322.0,2.421,353.2,48.2,968.8
Mura Masa,1321.6,0.379,1206.2,174.6,115.4
SDP,1321.4,0.821,1253.0,649.7,68.4
Twista,1320.6,0.645,688.9,222.7,631.7
CORPSE,1319.7,0.866,1171.4,594.0,148.4
Nikhita Gandhi,1318.9,1.435,32.4,5.1,1286.5
Bruno Major,1318.7,0.784,1305.9,1305.9,12.9
Paulina Rubio,1318.1,0.652,991.3,855.3,326.8
Scooter,1315.6,0.759,1236.1,1024.8,79.5
Lijpe,1315.4,0.567,844.2,622.8,471.2
Al Green,1313.5,0.652,1280.2,1243.5,33.3
Elvis Crespo,1312.4,0.648,709.5,556.7,602.9
Kool & The Gang,1312.0,0.865,1300.1,1295.3,11.9
AnahÃ­,1311.4,1.252,104.4,77.0,1207.1
R. City,1311.4,0.453,965.3,31.1,346.1
Cascada,1310.8,0.649,1291.4,1079.9,19.4
Thousand Foot Krutch,1309.6,0.664,1309.6,1293.7,
MC Davo,1307.4,0.761,890.9,316.6,416.5
Mariah Angeliq,1305.5,0.619,270.5,127.1,1035.0
Russell Dickerson,1304.1,0.626,1218.1,1066.0,86.0
EARTHGANG,1303.9,0.497,505.8,239.3,798.1
Elle King,1303.2,0.634,1000.9,798.9,302.3
Ricky Montgomery,1303.2,0.965,1219.5,1156.5,83.7
Rachel Platten,1303.2,0.437,1288.2,1272.9,15.0
FLETCHER,1302.3,0.561,1070.0,843.8,232.3
PXNDX,1300.9,0.814,1300.9,1300.9,
Project Pat,1300.8,0.867,236.2,122.7,1064.6
Abraham Mateo,1300.7,0.952,893.2,175.9,407.5
Dan Caplen,1300.3,0.368,58.9,30.9,1241.4
Killer Mike,1300.3,0.598,116.8,35.9,1183.4
Social House,1300.0,0.596,508.5,63.9,791.5
Plain White T's,1299.7,0.493,1299.7,1299.7,
Jaani,1298.6,2.595,68.3,0.2,1230.3
Rich Music LTD,1297.6,0.634,1297.6,,
Lifehouse,1297.3,0.525,1297.3,1244.4,
ItaloBrothers,1296.8,0.368,1229.2,1059.6,67.6
Aimyon,1295.9,1.024,1254.2,1253.4,41.7
Emily Warren,1293.9,0.135,23.8,22.1,1270.2
BANNERS,1291.4,0.619,1282.1,1242.8,9.3
Pamungkas,1291.0,1.226,1283.4,1251.0,7.5
Royal Blood,1290.2,0.499,1283.4,1276.4,6.7
Yann Tiersen,1289.7,0.476,1289.3,1238.2,0.4
Alonzo,1289.3,0.589,782.0,411.9,507.3
Bizzey,1288.9,0.297,669.4,21.3,619.6
Pinguini Tattici Nucleari,1288.7,1.486,1183.1,1183.1,105.6
A$AP Mob,1288.7,0.246,1277.2,14.5,11.5
IVE,1287.0,2.154,1287.0,1287.0,
Kansas,1284.2,0.72,1284.2,1279.5,
Seafret,1284.2,1.18,1284.2,1128.9,
Bad Gyal,1284.1,3.302,983.2,499.6,301.0
LX,1284.1,0.405,562.1,86.2,722.0
Gloria Gaynor,1283.7,0.829,1280.9,1273.9,2.8
Daughter,1283.1,0.347,1282.6,1280.9,0.4
Andy Williams,1282.8,0.21,1280.4,1272.5,2.4
Dulce MarÃ­a,1282.6,1.244,93.9,75.6,1188.8
Lloyd,1282.2,0.651,756.1,351.5,526.1
Loredana,1281.7,0.23,942.5,407.1,339.2
Eric Bellinger,1280.0,0.395,1094.8,314.2,185.2
RBD,1279.8,2.811,1252.9,23.7,26.9
Molotov,1279.4,0.756,1274.8,1245.1,4.6
Lil' Kim,1277.4,0.577,366.8,254.3,910.6
Murda Beatz,1276.6,0.222,78.8,,1197.8
Rocco Hunt,1275.5,0.766,975.4,342.1,300.2
Felipe Amorim,1275.3,4.614,876.5,621.7,398.8
HRVY,1273.1,0.405,743.7,590.5,529.4
Ivan Cornejo,1273.1,2.397,1033.7,862.3,239.4
Ray LaMontagne,1272.7,0.52,1272.7,1177.1,
Fernando & Sorocaba,1272.1,0.483,1019.4,540.7,252.6
James Hype,1271.3,1.157,1029.2,39.4,242.2
Sevn Alias,1271.1,0.245,722.9,344.4,548.2
back number,1269.6,1.211,1269.2,1268.9,0.4
Young Miko,1268.3,9.798,371.2,294.1,897.2
Christopher Jackson,1268.0,0.627,665.7,5.3,602.3
Hoobastank,1267.2,0.806,1255.1,1253.5,12.1
JJ Lin,1265.7,0.646,1211.2,1057.5,54.5
K.I.Z,1265.3,0.598,1185.3,953.4,80.0
Jonna Fraser,1264.3,0.357,577.7,114.5,686.6
Teto,1264.2,1.564,798.6,474.6,465.6
Omar Apollo,1262.9,1.09,1127.7,913.9,135.2
Standly,1261.7,1.315,578.3,337.8,683.4
The Walters,1261.6,1.219,1261.6,1259.1,
Pesado,1261.5,0.981,1261.5,1062.7,
RunâD.M.C.,1260.4,0.588,1260.3,463.7,0.1
RZA,1260.4,0.532,43.3,35.0,1217.1
Gorgon City,1260.1,0.515,970.3,140.2,289.8
Tulsi Kumar,1260.0,1.699,283.0,40.4,977.0
Zeeba,1258.9,0.466,117.8,82.4,1141.2
Eden MuÃ±oz,1257.9,3.921,1016.3,796.3,241.7
Bone Thugs-N-Harmony,1255.5,0.735,1118.9,788.8,136.6
Tammi Terrell,1254.9,0.986,14.4,14.4,1240.5
MOTi,1254.5,0.312,415.1,81.4,839.3
Leto,1254.4,0.667,772.5,331.8,481.9
BloodPopÂ®,1252.2,0.236,0.9,0.9,1251.2
Hov1,1251.9,0.8,1251.9,1048.2,
The Paper Kites,1251.8,0.95,1251.8,1134.2,
Interpol,1249.8,0.52,1249.8,1238.4,
Josh Turner,1249.4,0.558,1240.2,1191.8,9.2
Xzibit,1248.7,0.629,466.0,255.1,782.7
Jadakiss,1248.2,0.794,238.7,61.8,1009.5
Ina Wroldsen,1245.5,0.226,607.3,190.6,638.2
Djonga,1245.3,1.057,1032.0,83.4,213.3
Chase Rice,1244.9,0.353,1212.3,1012.9,32.6
Whethan,1243.8,0.76,975.4,10.0,268.4
Tujamo,1243.3,0.495,879.1,471.5,364.2
LE SSERAFIM,1242.2,2.61,1242.2,1118.3,
Vigiland,1241.9,0.184,1138.2,595.2,103.7
Sub Urban,1241.5,0.681,1216.7,764.8,24.8
Capo,1240.8,0.419,718.8,412.9,522.0
Robyn,1240.3,0.288,1067.6,926.3,172.7
Killswitch Engage,1239.8,0.528,1159.2,1127.4,80.6
K.Flay,1239.8,0.539,944.2,785.3,295.6
Third Eye Blind,1239.8,0.524,1239.8,1238.1,
Beach Bunny,1237.5,1.004,1226.0,1201.2,11.5
CeeLo Green,1237.1,0.675,775.3,700.1,461.8
Faith Evans,1236.2,0.658,352.0,273.4,884.1
Mike Williams,1235.2,0.276,607.5,210.3,627.7
Tony Bennett,1235.0,0.433,1199.8,617.1,35.2
Shindy,1235.0,0.515,1040.6,737.5,194.3
Tiakola,1234.4,3.022,556.2,376.1,678.1
Boosie Badazz,1233.9,0.445,828.2,396.4,405.7
Bishop Briggs,1233.1,0.415,1143.4,1115.9,89.7
Quebonafide,1232.5,0.572,691.5,156.8,540.9
Andy Rivera,1231.5,1.122,980.2,436.0,251.3
Hillsong Young & Free,1229.8,0.427,1173.1,654.1,56.8
Massive Attack,1226.9,0.531,1210.6,1027.1,16.3
Shubh,1224.6,4.254,1224.6,1029.9,
Murilo Huff,1223.4,1.67,1107.0,511.8,116.4
Surf Curse,1221.4,1.022,1221.4,1215.6,
MarÃ­a JosÃ©,1221.0,0.745,1068.2,807.0,152.8
First Aid Kit,1219.8,0.409,1166.3,1162.1,53.4
HÃ¥kan HellstrÃ¶m,1219.5,0.256,1134.5,1069.7,85.1
Brandy,1218.9,0.588,973.5,513.7,245.4
King,1218.8,1.814,1134.9,1061.2,83.8
Panteon Rococo,1218.5,0.583,1172.0,928.8,46.4
Dzeko,1218.1,0.259,103.0,5.6,1115.1
Fito y Fitipaldis,1215.8,0.613,1127.7,1081.2,88.1
Money Man,1215.8,0.847,1132.9,672.1,82.9
O Rappa,1213.8,0.79,1213.8,1182.9,
Roy Orbison,1213.7,0.669,1208.6,1159.0,5.1
Paloma Mami,1213.4,0.478,678.1,663.8,535.3
Los Inquietos Del Norte,1212.6,1.17,1208.4,1198.9,4.3
Kunaal Vermaa,1212.5,2.123,1.5,,1211.0
Yo Yo Honey Singh,1211.7,2.116,867.8,491.7,344.0
Vaundy,1210.5,1.44,1142.4,1134.6,68.1
Sebastian Ingrosso,1209.8,0.387,486.6,40.7,723.2
NATHY PELUSO,1209.5,0.651,598.5,592.3,611.1
Cultura ProfÃ©tica,1209.4,0.491,1084.4,1071.4,125.0
AOA,1209.4,0.354,240.6,237.8,968.8
Jungle,1209.4,2.364,1175.2,1084.0,34.1
Landon Cube,1209.2,0.195,182.4,79.8,1026.8
La K'onga,1209.0,1.581,998.4,714.8,210.7
Fuego,1208.4,0.5,920.8,344.4,287.6
Christian ChÃ¡vez,1207.1,1.215,12.2,5.4,1194.8
Cedric Gervais,1206.1,0.385,154.4,25.5,1051.7
AK AUSSERKONTROLLE,1206.0,0.618,961.9,515.5,244.2
Sabrina Claudio,1205.9,0.405,1062.8,797.2,143.1
Edward Sharpe & The Magnetic Zeros,1205.4,0.443,1205.0,1205.0,0.3
Grupo Niche,1202.4,1.076,1202.1,1199.1,0.3
Bakermat,1202.3,0.954,1111.5,743.7,90.8
Yeah Yeah Yeahs,1201.8,0.853,1201.8,819.2,
GOT7,1201.1,0.284,1201.1,1185.4,
Sofiane,1201.0,0.318,583.8,380.2,617.3
Nando Reis,1200.2,0.615,915.8,583.1,284.4
Kina Grannis,1200.1,0.243,774.0,753.2,426.1
112,1197.3,0.715,599.8,404.2,597.5
Shouse,1196.5,0.898,1196.3,637.2,0.1
Phantogram,1196.2,0.678,1160.6,847.3,35.6
DAY6,1195.6,0.432,1195.6,1195.6,
BANKS,1195.4,0.237,1166.7,1048.3,28.7
Boza,1193.5,0.588,1052.5,819.2,141.0
Kendo Kaponi,1193.1,0.7,228.6,95.1,964.6
Pinkfong,1192.9,0.954,1192.9,1183.3,
Racionais MC's,1192.9,1.055,1183.4,1068.9,9.5
John Mellencamp,1192.4,0.763,1192.4,1168.6,
Vasco Rossi,1190.3,0.574,1187.0,1175.4,3.3
TobyMac,1187.7,0.542,843.6,541.8,344.0
Benny Benassi,1187.6,0.722,737.9,18.9,449.7
Matt Simons,1186.4,0.279,1135.6,608.9,50.8
Slayer,1185.6,0.792,1185.6,1182.4,
Fito Paez,1185.2,0.886,1130.8,1011.4,54.3
Joey Montana,1184.6,0.267,1014.8,462.9,169.8
Kasabian,1184.2,0.388,1179.7,1175.3,4.5
CamelPhat,1183.9,0.754,957.9,72.6,226.0
Bugzy Malone,1183.8,0.515,779.6,512.9,404.2
1nonly,1183.2,1.246,1112.5,556.5,70.6
HUGEL,1183.0,1.047,566.5,76.1,616.6
HVME,1181.6,0.523,490.6,478.4,691.0
Staind,1181.1,0.615,1181.1,1181.1,
Clinton Kane,1180.5,0.596,926.3,926.3,254.2
Reykon,1179.6,0.286,937.0,374.2,242.5
Kaaris,1178.6,0.479,1010.4,782.1,168.2
Omarion,1177.9,0.362,983.6,358.6,194.3
The MarÃ­as,1177.8,1.227,806.4,766.8,371.4
sanah,1177.5,0.916,1109.3,767.3,68.2
Fujii Kaze,1176.0,1.855,1145.5,1138.0,30.6
Skank,1175.0,0.829,1175.0,1090.1,
Carlos Baute,1174.6,0.62,1103.9,249.6,70.7
PÃ©ricles,1174.4,1.09,906.2,708.9,268.2
Jorge Drexler,1173.9,0.494,902.3,763.0,271.6
Diana Krall,1173.8,0.423,1064.4,886.2,109.4
The Wiggles,1173.8,0.818,1166.3,1134.4,7.5
MHD,1173.5,0.576,931.1,685.4,242.3
King Gnu,1172.5,0.836,1172.5,1172.5,
The Mamas & The Papas,1170.8,1.18,1169.7,1169.4,1.1
Dayglow,1170.4,0.648,1170.4,1169.5,
Dakota,1170.0,0.326,8.5,6.6,1161.5
Parson James,1169.9,0.303,149.5,140.3,1020.5
Y2K,1169.3,0.249,1038.4,,130.9
Zola,1167.9,0.887,1149.4,910.8,18.4
Gipsy Kings,1167.0,0.732,959.3,944.7,207.7
Motionless In White,1166.5,0.964,1154.0,1006.2,12.5
Gabriela Rocha,1166.4,1.287,875.1,752.3,291.3
